View,No,Operator_Name,Assembly_Part_Number,Work_Order,Machine_Name,Tray_Number,Piece,Job_Name,_Max_Volume_A,Volume_A,_Min_Volume_A,_Max_Thickness_A,Thickness_A,_Min_Thickness_A,_Max_Width_A,Width_A,_Min_Width_A,_Max_Length_A,Length_A,_Min_Length_A,_Max_PositionX_A,PositionX_A,_Min_PositionX_A,_Max_PositionY_A,PositionY_A,_Min_PositionY_A,_Max_Volume_B,Volume_B,_Min_Volume_B,_Max_Thickness_B,Thickness_B,_Min_Thickness_B,_Max_Width_B,Width_B,_Min_Width_B,_Max_Length_B,Length_B,_Min_Length_B,_Max_PositionX_B,PositionX_B,_Min_PositionX_B,_Max_PositionY_B,PositionY_B,_Min_PositionY_B,_Max_Volume_C,Volume_C,_Min_Volume_C,_Max_Thickness_C,Thickness_C,_Min_Thickness_C,_Max_Width_C,Width_C,_Min_Width_C,_Max_Length_C,Length_C,_Min_Length_C,_Max_PositionX_C,PositionX_C,_Min_PositionX_C,_Max_PositionY_C,PositionY_C,_Min_PositionY_C,_Max_Volume_D,Volume_D,_Min_Volume_D,_Max_Thickness_D,Thickness_D,_Min_Thickness_D,_Max_Width_D,Width_D,_Min_Width_D,_Max_Length_D,Length_D,_Min_Length_D,_Max_PositionX_D,PositionX_D,_Min_PositionX_D,_Max_PositionY_D,PositionY_D,_Min_PositionY_D,_Max_Volume_E,Volume_E,_Min_Volume_E,_Max_Thickness_E,Thickness_E,_Min_Thickness_E,_Max_Width_E,Width_E,_Min_Width_E,_Max_Length_E,Length_E,_Min_Length_E,_Max_PositionX_E,PositionX_E,_Min_PositionX_E,_Max_PositionY_E,PositionY_E,_Min_PositionY_E,_Max_Volume_F,Volume_F,_Min_Volume_F,_Max_Thickness_F,Thickness_F,_Min_Thickness_F,_Max_Width_F,Width_F,_Min_Width_F,_Max_Length_F,Length_F,_Min_Length_F,_Max_PositionX_F,PositionX_F,_Min_PositionX_F,_Max_PositionY_F,PositionY_F,_Min_PositionY_F,_Max_Volume_G,Volume_G,_Min_Volume_G,_Max_Thickness_G,Thickness_G,_Min_Thickness_G,_Max_Width_G,Width_G,_Min_Width_G,_Max_Length_G,Length_G,_Min_Length_G,_Max_PositionX_G,PositionX_G,_Min_PositionX_G,_Max_PositionY_G,PositionY_G,_Min_PositionY_G,_Max_Volume_H,Volume_H,_Min_Volume_H,_Max_Thickness_H,Thickness_H,_Min_Thickness_H,_Max_Width_H,Width_H,_Min_Width_H,_Max_Length_H,Length_H,_Min_Length_H,_Max_PositionX_H,PositionX_H,_Min_PositionX_H,_Max_PositionY_H,PositionY_H,_Min_PositionY_H,_Max_Volume_I,Volume_I,_Min_Volume_I,_Max_Thickness_I,Thickness_I,_Min_Thickness_I,_Max_Width_I,Width_I,_Min_Width_I,_Max_Length_I,Length_I,_Min_Length_I,_Max_PositionX_I,PositionX_I,_Min_PositionX_I,_Max_PositionY_I,PositionY_I,_Min_PositionY_I,_Max_Volume_J,Volume_J,_Min_Volume_J,_Max_Thickness_J,Thickness_J,_Min_Thickness_J,_Max_Width_J,Width_J,_Min_Width_J,_Max_Length_J,Length_J,_Min_Length_J,_Max_PositionX_J,PositionX_J,_Min_PositionX_J,_Max_PositionY_J,PositionY_J,_Min_PositionY_J,_Max_Volume_K,Volume_K,_Min_Volume_K,_Max_Thickness_K,Thickness_K,_Min_Thickness_K,_Max_Width_K,Width_K,_Min_Width_K,_Max_Length_K,Length_K,_Min_Length_K,_Max_PositionX_K,PositionX_K,_Min_PositionX_K,_Max_PositionY_K,PositionY_K,_Min_PositionY_K,_Max_Volume_L,Volume_L,_Min_Volume_L,_Max_Thickness_L,Thickness_L,_Min_Thickness_L,_Max_Width_L,Width_L,_Min_Width_L,_Max_Length_L,Length_L,_Min_Length_L,_Max_PositionX_L,PositionX_L,_Min_PositionX_L,_Max_PositionY_L,PositionY_L,_Min_PositionY_L,_Max_Volume_M,Volume_M,_Min_Volume_M,_Max_Thickness_M,Thickness_M,_Min_Thickness_M,_Max_Width_M,Width_M,_Min_Width_M,_Max_Length_M,Length_M,_Min_Length_M,_Max_PositionX_M,PositionX_M,_Min_PositionX_M,_Max_PositionY_M,PositionY_M,_Min_PositionY_M,_Max_Volume_N,Volume_N,_Min_Volume_N,_Max_Thickness_N,Thickness_N,_Min_Thickness_N,_Max_Width_N,Width_N,_Min_Width_N,_Max_Length_N,Length_N,_Min_Length_N,_Max_PositionX_N,PositionX_N,_Min_PositionX_N,_Max_PositionY_N,PositionY_N,_Min_PositionY_N,_Max_Volume_O,Volume_O,_Min_Volume_O,_Max_Thickness_O,Thickness_O,_Min_Thickness_O,_Max_Width_O,Width_O,_Min_Width_O,_Max_Length_O,Length_O,_Min_Length_O,_Max_PositionX_O,PositionX_O,_Min_PositionX_O,_Max_PositionY_O,PositionY_O,_Min_PositionY_O,_Max_Volume_P,Volume_P,_Min_Volume_P,_Max_Thickness_P,Thickness_P,_Min_Thickness_P,_Max_Width_P,Width_P,_Min_Width_P,_Max_Length_P,Length_P,_Min_Length_P,_Max_PositionX_P,PositionX_P,_Min_PositionX_P,_Max_PositionY_P,PositionY_P,_Min_PositionY_P,_Max_Volume_Q,Volume_Q,_Min_Volume_Q,_Max_Thickness_Q,Thickness_Q,_Min_Thickness_Q,_Max_Width_Q,Width_Q,_Min_Width_Q,_Max_Length_Q,Length_Q,_Min_Length_Q,_Max_PositionX_Q,PositionX_Q,_Min_PositionX_Q,_Max_PositionY_Q,PositionY_Q,_Min_PositionY_Q,_Max_Volume_R,Volume_R,_Min_Volume_R,_Max_Thickness_R,Thickness_R,_Min_Thickness_R,_Max_Width_R,Width_R,_Min_Width_R,_Max_Length_R,Length_R,_Min_Length_R,_Max_PositionX_R,PositionX_R,_Min_PositionX_R,_Max_PositionY_R,PositionY_R,_Min_PositionY_R,_Max_Volume_S,Volume_S,_Min_Volume_S,_Max_Thickness_S,Thickness_S,_Min_Thickness_S,_Max_Width_S,Width_S,_Min_Width_S,_Max_Length_S,Length_S,_Min_Length_S,_Max_PositionX_S,PositionX_S,_Min_PositionX_S,_Max_PositionY_S,PositionY_S,_Min_PositionY_S,_Max_Volume_T,Volume_T,_Min_Volume_T,_Max_Thickness_T,Thickness_T,_Min_Thickness_T,_Max_Width_T,Width_T,_Min_Width_T,_Max_Length_T,Length_T,_Min_Length_T,_Max_PositionX_T,PositionX_T,_Min_PositionX_T,_Max_PositionY_T,PositionY_T,_Min_PositionY_T,_Max_Volume_U,Volume_U,_Min_Volume_U,_Max_Thickness_U,Thickness_U,_Min_Thickness_U,_Max_Width_U,Width_U,_Min_Width_U,_Max_Length_U,Length_U,_Min_Length_U,_Max_PositionX_U,PositionX_U,_Min_PositionX_U,_Max_PositionY_U,PositionY_U,_Min_PositionY_U,_Max_Volume_V,Volume_V,_Min_Volume_V,_Max_Thickness_V,Thickness_V,_Min_Thickness_V,_Max_Width_V,Width_V,_Min_Width_V,_Max_Length_V,Length_V,_Min_Length_V,_Max_PositionX_V,PositionX_V,_Min_PositionX_V,_Max_PositionY_V,PositionY_V,_Min_PositionY_V,_Max_Volume_W,Volume_W,_Min_Volume_W,_Max_Thickness_W,Thickness_W,_Min_Thickness_W,_Max_Width_W,Width_W,_Min_Width_W,_Max_Length_W,Length_W,_Min_Length_W,_Max_PositionX_W,PositionX_W,_Min_PositionX_W,_Max_PositionY_W,PositionY_W,_Min_PositionY_W,_Max_Volume_X,Volume_X,_Min_Volume_X,_Max_Thickness_X,Thickness_X,_Min_Thickness_X,_Max_Width_X,Width_X,_Min_Width_X,_Max_Length_X,Length_X,_Min_Length_X,_Max_PositionX_X,PositionX_X,_Min_PositionX_X,_Max_PositionY_X,PositionY_X,_Min_PositionY_X,_Max_Volume_Y,Volume_Y,_Min_Volume_Y,_Max_Thickness_Y,Thickness_Y,_Min_Thickness_Y,_Max_Width_Y,Width_Y,_Min_Width_Y,_Max_Length_Y,Length_Y,_Min_Length_Y,_Max_PositionX_Y,PositionX_Y,_Min_PositionX_Y,_Max_PositionY_Y,PositionY_Y,_Min_PositionY_Y,_Max_Volume_Z,Volume_Z,_Min_Volume_Z,_Max_Thickness_Z,Thickness_Z,_Min_Thickness_Z,_Max_Width_Z,Width_Z,_Min_Width_Z,_Max_Length_Z,Length_Z,_Min_Length_Z,_Max_PositionX_Z,PositionX_Z,_Min_PositionX_Z,_Max_PositionY_Z,PositionY_Z,_Min_PositionY_Z,Percent_Yield,Status,Day,Time,
,118,Abiz Technology Company,Disbled Matrix Code--D22032019-T040354,69001 test repeat haden,69001,1-Oct,Jan-15,HADEN 7MM_ENCLOSURE,9999,674.476,1,9999,6.543,1,9999,15.612,1,9999,15.445,1,9999,34.385,1,9999,72.093,1,9999,66.083,1,9999,2.25,1,9999,7.137,1,9999,6.963,1,9999,55.135,1,9999,78.443,1,9999,65.689,1,9999,2.241,1,9999,7.049,1,9999,7,1,9999,55.135,1,9999,67.293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:04:12,View
,119,Abiz Technology Company,Disbled Matrix Code--D22032019-T040414,69001 test repeat haden,69001,1-Oct,Feb-15,HADEN 7MM_ENCLOSURE,9999,674.901,1,9999,6.549,1,9999,15.605,1,9999,15.456,1,9999,34.38,1,9999,72.121,1,9999,66.211,1,9999,2.256,1,9999,7.137,1,9999,6.971,1,9999,55.13,1,9999,78.471,1,9999,65.769,1,9999,2.244,1,9999,7.051,1,9999,7,1,9999,55.13,1,9999,67.321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:04:32,View
,120,Abiz Technology Company,Disbled Matrix Code--D22032019-T040434,69001 test repeat haden,69001,1-Oct,Mar-15,HADEN 7MM_ENCLOSURE,9999,675.278,1,9999,6.552,1,9999,15.603,1,9999,15.473,1,9999,34.379,1,9999,72.09,1,9999,66.153,1,9999,2.259,1,9999,7.139,1,9999,6.957,1,9999,55.129,1,9999,78.44,1,9999,65.838,1,9999,2.247,1,9999,7.063,1,9999,6.997,1,9999,55.129,1,9999,67.29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:04:53,View
,121,Abiz Technology Company,Disbled Matrix Code--D22032019-T040455,69001 test repeat haden,69001,1-Oct,Apr-15,HADEN 7MM_ENCLOSURE,9999,661.8,1,9999,6.309,1,9999,15.367,1,9999,15.284,1,9999,34.39,1,9999,72.091,1,9999,62.964,1,9999,2.238,1,9999,6.982,1,9999,6.865,1,9999,55.14,1,9999,78.441,1,9999,61.058,1,9999,2.247,1,9999,6.847,1,9999,6.738,1,9999,55.14,1,9999,67.291,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:05:12,View
,122,Abiz Technology Company,Disbled Matrix Code--D22032019-T040519,69001 test repeat haden,69001,1-Oct,May-15,HADEN 7MM_ENCLOSURE,9999,661.979,1,9999,6.309,1,9999,15.364,1,9999,15.275,1,9999,34.394,1,9999,72.124,1,9999,63.112,1,9999,2.226,1,9999,6.987,1,9999,6.874,1,9999,55.144,1,9999,78.474,1,9999,61.116,1,9999,2.247,1,9999,6.846,1,9999,6.738,1,9999,55.144,1,9999,67.324,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:05:37,View
,123,Abiz Technology Company,Disbled Matrix Code--D22032019-T040626,69001 test repeat haden,69001,1-Oct,Jun-15,HADEN 7MM_ENCLOSURE,9999,662.12,1,9999,6.309,1,9999,15.367,1,9999,15.279,1,9999,34.415,1,9999,72.127,1,9999,63.03,1,9999,2.229,1,9999,6.983,1,9999,6.867,1,9999,55.165,1,9999,78.477,1,9999,61.133,1,9999,2.244,1,9999,6.851,1,9999,6.737,1,9999,55.165,1,9999,67.277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:06:44,View
,124,Abiz Technology Company,Disbled Matrix Code--D22032019-T040707,69001 test repeat haden,69001,1-Oct,Jul-15,HADEN 7MM_ENCLOSURE,9999,686.629,1,9999,6.426,1,9999,15.615,1,9999,15.468,1,9999,34.377,1,9999,72.099,1,9999,69.797,1,9999,2.292,1,9999,7.252,1,9999,7.212,1,9999,55.127,1,9999,78.449,1,9999,67.393,1,9999,2.343,1,9999,7.158,1,9999,7.067,1,9999,55.127,1,9999,67.299,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:07:26,View
,125,Abiz Technology Company,Disbled Matrix Code--D22032019-T040730,69001 test repeat haden,69001,1-Oct,Aug-15,HADEN 7MM_ENCLOSURE,9999,685.554,1,9999,6.414,1,9999,15.627,1,9999,15.427,1,9999,34.39,1,9999,72.13,1,9999,69.6,1,9999,2.289,1,9999,7.244,1,9999,7.209,1,9999,55.14,1,9999,78.48,1,9999,67.301,1,9999,2.334,1,9999,7.16,1,9999,7.066,1,9999,55.14,1,9999,67.28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:07:48,View
,126,Abiz Technology Company,Disbled Matrix Code--D22032019-T040750,69001 test repeat haden,69001,1-Oct,Sep-15,HADEN 7MM_ENCLOSURE,9999,686.49,1,9999,6.417,1,9999,15.631,1,9999,15.464,1,9999,34.386,1,9999,72.123,1,9999,69.581,1,9999,2.283,1,9999,7.258,1,9999,7.182,1,9999,55.136,1,9999,78.473,1,9999,67.352,1,9999,2.343,1,9999,7.159,1,9999,7.067,1,9999,55.136,1,9999,67.323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:08:08,View
,127,Abiz Technology Company,Disbled Matrix Code--D22032019-T040813,69001 test repeat haden,69001,1-Oct,Oct-15,HADEN 7MM_ENCLOSURE,9999,679.532,1,9999,6.825,1,9999,15.516,1,9999,15.314,1,9999,34.413,1,9999,72.11,1,9999,65.045,1,9999,2.262,1,9999,7.021,1,9999,6.936,1,9999,55.163,1,9999,78.46,1,9999,63.324,1,9999,2.28,1,9999,6.95,1,9999,6.828,1,9999,55.163,1,9999,67.31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:08:31,View
,128,Abiz Technology Company,Disbled Matrix Code--D22032019-T040835,69001 test repeat haden,69001,1-Oct,Nov-15,HADEN 7MM_ENCLOSURE,9999,679.62,1,9999,6.822,1,9999,15.512,1,9999,15.297,1,9999,34.393,1,9999,72.087,1,9999,64.956,1,9999,2.262,1,9999,7.036,1,9999,6.89,1,9999,55.143,1,9999,78.437,1,9999,63.415,1,9999,2.271,1,9999,6.95,1,9999,6.831,1,9999,55.143,1,9999,67.287,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,OK,3/22/2019,4:08:53,View
